scene,view,objA,objB,same,clipcos,drgb,dhist,dtex
stack3_scene0003,view_el30_az195,potted_meat_can,colored_wood_blocks,0,0.417,16.7,0.425,87.2
stack3_scene0003,view_el30_az195,potted_meat_can,tennis_ball,0,0.495,78.7,0.904,4.7
stack3_scene0003,view_el30_az195,potted_meat_can,potted_meat_can,1,0.43,70.5,0.835,4.8
stack3_scene0003,view_el30_az195,potted_meat_can,tennis_ball,0,0.447,195.0,0.943,57.0
stack3_scene0003,view_el30_az195,potted_meat_can,colored_wood_blocks,0,0.492,19.1,0.673,30.6
stack3_scene0003,view_el30_az195,tennis_ball,potted_meat_can,0,0.706,11.8,0.778,9.5
stack3_scene0003,view_el30_az195,tennis_ball,tennis_ball,1,0.691,119.3,0.449,52.2
stack3_scene0003,view_el30_az195,tennis_ball,colored_wood_blocks,0,0.533,96.6,0.991,25.9
stack3_scene0003,view_el30_az195,potted_meat_can,tennis_ball,0,0.615,125.1,0.912,61.8
stack3_scene0003,view_el30_az195,potted_meat_can,colored_wood_blocks,0,0.426,87.9,0.957,35.4
stack3_scene0003,view_el30_az195,tennis_ball,colored_wood_blocks,0,0.54,211.4,0.997,26.3
stack3_scene0003,view_el30_az210,potted_meat_can,tennis_ball,0,0.455,81.1,0.918,14.3
stack3_scene0003,view_el30_az210,potted_meat_can,potted_meat_can,1,0.382,72.5,0.867,13.7
stack3_scene0003,view_el30_az210,potted_meat_can,potted_meat_can,1,0.605,36.1,0.669,44.0
stack3_scene0003,view_el30_az210,potted_meat_can,tennis_ball,0,0.481,202.8,0.968,56.5
stack3_scene0003,view_el30_az210,potted_meat_can,colored_wood_blocks,0,0.475,17.1,0.611,24.4
stack3_scene0003,view_el30_az210,tennis_ball,potted_meat_can,0,0.492,12.0,0.764,28.0
stack3_scene0003,view_el30_az210,tennis_ball,potted_meat_can,0,0.616,96.9,0.772,29.7
stack3_scene0003,view_el30_az210,tennis_ball,tennis_ball,1,0.678,124.5,0.463,42.1
stack3_scene0003,view_el30_az210,tennis_ball,colored_wood_blocks,0,0.583,97.9,0.986,10.1
stack3_scene0003,view_el30_az210,potted_meat_can,potted_meat_can,1,0.445,91.8,0.684,57.7
stack3_scene0003,view_el30_az210,potted_meat_can,tennis_ball,0,0.508,130.8,0.897,70.1
stack3_scene0003,view_el30_az210,potted_meat_can,colored_wood_blocks,0,0.302,89.3,0.967,38.1
stack3_scene0003,view_el30_az210,potted_meat_can,tennis_ball,0,0.51,221.3,0.844,12.5
stack3_scene0003,view_el30_az210,potted_meat_can,colored_wood_blocks,0,0.582,36.3,0.896,19.6
stack3_scene0003,view_el30_az210,tennis_ball,colored_wood_blocks,0,0.509,219.3,0.994,32.0
stack3_scene0003,view_el30_az240,potted_meat_can,tennis_ball,0,0.436,160.5,0.907,117.9
stack3_scene0003,view_el30_az240,potted_meat_can,potted_meat_can,1,0.646,20.8,0.765,38.0
stack3_scene0003,view_el30_az240,potted_meat_can,tennis_ball,0,0.639,80.9,0.936,14.7
stack3_scene0003,view_el30_az240,potted_meat_can,potted_meat_can,1,0.57,78.3,0.871,21.0
stack3_scene0003,view_el30_az240,potted_meat_can,tennis_ball,0,0.558,218.6,0.949,38.9
stack3_scene0003,view_el30_az240,potted_meat_can,colored_wood_blocks,0,0.724,11.6,0.69,4.4
stack3_scene0003,view_el30_az240,tennis_ball,potted_meat_can,0,0.523,163.5,0.894,155.9
stack3_scene0003,view_el30_az240,tennis_ball,tennis_ball,1,0.59,87.9,0.657,132.6
stack3_scene0003,view_el30_az240,tennis_ball,potted_meat_can,0,0.585,84.6,0.746,96.9
stack3_scene0003,view_el30_az240,tennis_ball,tennis_ball,1,0.562,64.4,0.756,156.8
stack3_scene0003,view_el30_az240,tennis_ball,colored_wood_blocks,0,0.476,170.2,0.989,122.3
stack3_scene0003,view_el30_az240,potted_meat_can,tennis_ball,0,0.78,78.7,0.9,23.2
stack3_scene0003,view_el30_az240,potted_meat_can,potted_meat_can,1,0.638,79.1,0.769,59.0
stack3_scene0003,view_el30_az240,potted_meat_can,tennis_ball,0,0.576,218.3,0.882,1.0
stack3_scene0003,view_el30_az240,potted_meat_can,colored_wood_blocks,0,0.647,28.3,0.936,33.5
stack3_scene0003,view_el30_az240,tennis_ball,potted_meat_can,0,0.695,12.3,0.872,35.7
stack3_scene0003,view_el30_az240,tennis_ball,tennis_ball,1,0.752,139.8,0.512,24.2
stack3_scene0003,view_el30_az240,tennis_ball,colored_wood_blocks,0,0.653,92.1,0.994,10.3
stack3_scene0003,view_el30_az240,potted_meat_can,tennis_ball,0,0.672,140.4,0.906,59.9
stack3_scene0003,view_el30_az240,potted_meat_can,colored_wood_blocks,0,0.484,89.1,0.97,25.4
stack3_scene0003,view_el30_az240,tennis_ball,colored_wood_blocks,0,0.526,229.1,0.997,34.5
stack3_scene0003,view_el45_az135,potted_meat_can,potted_meat_can,1,0.8,60.7,0.742,109.0
stack3_scene0003,view_el45_az135,potted_meat_can,potted_meat_can,1,0.186,73.6,0.803,228.6
stack3_scene0003,view_el45_az135,potted_meat_can,potted_meat_can,1,0.387,54.3,0.823,287.6
stack3_scene0003,view_el45_az135,potted_meat_can,tennis_ball,0,0.339,86.5,0.953,310.0
stack3_scene0003,view_el45_az135,potted_meat_can,colored_wood_blocks,0,0.326,114.0,0.876,310.0
stack3_scene0003,view_el45_az135,potted_meat_can,potted_meat_can,1,0.195,17.5,0.75,119.6
stack3_scene0003,view_el45_az135,potted_meat_can,potted_meat_can,1,0.497,28.0,0.737,178.6
stack3_scene0003,view_el45_az135,potted_meat_can,tennis_ball,0,0.348,132.8,0.928,201.0
stack3_scene0003,view_el45_az135,potted_meat_can,colored_wood_blocks,0,0.404,62.4,0.779,201.0
stack3_scene0003,view_el45_az135,potted_meat_can,potted_meat_can,1,0.292,33.1,0.849,59.0
stack3_scene0003,view_el45_az135,potted_meat_can,tennis_ball,0,0.194,141.0,0.939,81.4
stack3_scene0003,view_el45_az135,potted_meat_can,colored_wood_blocks,0,0.333,62.2,0.807,81.4
stack3_scene0003,view_el45_az135,potted_meat_can,tennis_ball,0,0.41,110.3,0.838,22.4
stack3_scene0003,view_el45_az135,potted_meat_can,colored_wood_blocks,0,0.448,89.0,0.976,22.4
stack3_scene0003,view_el45_az135,tennis_ball,colored_wood_blocks,0,0.406,193.5,0.993,0.1
stack3_scene0003,view_el45_az225,potted_meat_can,tennis_ball,0,0.582,153.9,0.939,23.6
stack3_scene0003,view_el45_az225,potted_meat_can,potted_meat_can,1,0.588,82.2,0.854,6.8
stack3_scene0003,view_el45_az225,potted_meat_can,potted_meat_can,1,0.699,27.4,0.711,47.1
stack3_scene0003,view_el45_az225,potted_meat_can,tennis_ball,0,0.51,213.1,0.963,56.5
stack3_scene0003,view_el45_az225,potted_meat_can,colored_wood_blocks,0,0.725,16.2,0.665,29.3
stack3_scene0003,view_el45_az225,potted_meat_can,tennis_ball,0,0.565,29.9,0.912,19.4
stack3_scene0003,view_el45_az225,tennis_ball,potted_meat_can,0,0.679,71.7,0.848,16.8
stack3_scene0003,view_el45_az225,tennis_ball,potted_meat_can,0,0.7,164.9,0.809,23.5
stack3_scene0003,view_el45_az225,tennis_ball,tennis_ball,1,0.707,59.3,0.3,33.0
stack3_scene0003,view_el45_az225,tennis_ball,colored_wood_blocks,0,0.547,165.8,0.993,5.7
stack3_scene0003,view_el45_az225,tennis_ball,tennis_ball,1,0.853,140.2,0.621,42.9
stack3_scene0003,view_el45_az225,potted_meat_can,potted_meat_can,1,0.705,94.2,0.714,40.3
stack3_scene0003,view_el45_az225,potted_meat_can,tennis_ball,0,0.653,131.0,0.917,49.7
stack3_scene0003,view_el45_az225,potted_meat_can,colored_wood_blocks,0,0.514,94.7,0.944,22.5
stack3_scene0003,view_el45_az225,potted_meat_can,tennis_ball,0,0.7,70.1,0.733,26.2
stack3_scene0003,view_el45_az225,potted_meat_can,tennis_ball,0,0.635,223.9,0.84,9.5
stack3_scene0003,view_el45_az225,potted_meat_can,colored_wood_blocks,0,0.686,37.2,0.962,17.8
stack3_scene0003,view_el45_az225,potted_meat_can,tennis_ball,0,0.707,25.6,0.77,66.4
stack3_scene0003,view_el45_az225,tennis_ball,colored_wood_blocks,0,0.541,224.9,0.997,27.2
stack3_scene0003,view_el45_az225,tennis_ball,tennis_ball,1,0.657,199.0,0.675,75.9
stack3_scene0003,view_el45_az225,colored_wood_blocks,tennis_ball,0,0.543,45.4,0.984,48.7
stack3_scene0003,view_el60_az180,potted_meat_can,potted_meat_can,1,0.395,24.4,0.92,377.2
stack3_scene0003,view_el60_az180,potted_meat_can,tennis_ball,0,0.523,57.0,0.963,352.6
stack3_scene0003,view_el60_az180,potted_meat_can,tennis_ball,0,0.366,125.9,0.98,420.5
stack3_scene0003,view_el60_az180,potted_meat_can,potted_meat_can,1,0.41,63.8,0.932,331.0
stack3_scene0003,view_el60_az180,potted_meat_can,colored_wood_blocks,0,0.277,86.3,0.974,404.1
stack3_scene0003,view_el60_az180,potted_meat_can,tennis_ball,0,0.582,55.7,0.81,24.6
stack3_scene0003,view_el60_az180,potted_meat_can,tennis_ball,0,0.563,128.5,0.881,43.3
stack3_scene0003,view_el60_az180,potted_meat_can,potted_meat_can,1,0.596,62.7,0.872,46.2
stack3_scene0003,view_el60_az180,potted_meat_can,colored_wood_blocks,0,0.519,86.5,0.864,26.9
stack3_scene0003,view_el60_az180,tennis_ball,tennis_ball,1,0.585,72.9,0.336,67.9
stack3_scene0003,view_el60_az180,tennis_ball,potted_meat_can,0,0.492,116.9,0.977,21.5
stack3_scene0003,view_el60_az180,tennis_ball,colored_wood_blocks,0,0.466,140.3,0.979,51.5
stack3_scene0003,view_el60_az180,tennis_ball,potted_meat_can,0,0.478,188.6,0.985,89.5
stack3_scene0003,view_el60_az180,tennis_ball,colored_wood_blocks,0,0.575,211.6,0.987,16.5
stack3_scene0003,view_el60_az180,potted_meat_can,colored_wood_blocks,0,0.618,24.2,0.713,73.0
stack3_scene0003,view_el60_az195,potted_meat_can,potted_meat_can,1,0.249,22.2,0.842,313.1
stack3_scene0003,view_el60_az195,potted_meat_can,tennis_ball,0,0.296,49.4,0.923,292.3
stack3_scene0003,view_el60_az195,potted_meat_can,potted_meat_can,1,0.521,98.8,0.8,222.9
stack3_scene0003,view_el60_az195,potted_meat_can,tennis_ball,0,0.241,128.1,0.957,355.3
stack3_scene0003,view_el60_az195,potted_meat_can,potted_meat_can,1,0.239,64.6,0.941,280.9
stack3_scene0003,view_el60_az195,potted_meat_can,colored_wood_blocks,0,0.198,87.0,0.961,336.9
stack3_scene0003,view_el60_az195,potted_meat_can,tennis_ball,0,0.555,64.8,0.813,20.7
stack3_scene0003,view_el60_az195,potted_meat_can,potted_meat_can,1,0.56,77.8,0.65,90.2
stack3_scene0003,view_el60_az195,potted_meat_can,tennis_ball,0,0.53,145.7,0.899,42.2
stack3_scene0003,view_el60_az195,potted_meat_can,potted_meat_can,1,0.692,48.8,0.833,32.2
stack3_scene0003,view_el60_az195,potted_meat_can,colored_wood_blocks,0,0.709,71.0,0.653,23.8
stack3_scene0003,view_el60_az195,tennis_ball,potted_meat_can,0,0.586,140.2,0.839,69.4
stack3_scene0003,view_el60_az195,tennis_ball,tennis_ball,1,0.593,81.2,0.381,62.9
stack3_scene0003,view_el60_az195,tennis_ball,potted_meat_can,0,0.45,112.6,0.978,11.4
stack3_scene0003,view_el60_az195,tennis_ball,colored_wood_blocks,0,0.485,134.8,0.964,44.5
stack3_scene0003,view_el60_az195,potted_meat_can,tennis_ball,0,0.503,221.2,0.897,132.3
stack3_scene0003,view_el60_az195,potted_meat_can,potted_meat_can,1,0.592,48.1,0.706,58.0
stack3_scene0003,view_el60_az195,potted_meat_can,colored_wood_blocks,0,0.505,44.4,0.783,114.0
stack3_scene0003,view_el60_az195,tennis_ball,potted_meat_can,0,0.438,192.5,0.993,74.3
stack3_scene0003,view_el60_az195,tennis_ball,colored_wood_blocks,0,0.532,214.7,0.982,18.4
stack3_scene0003,view_el60_az195,potted_meat_can,colored_wood_blocks,0,0.77,22.8,0.716,55.9
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.552,76.1,0.758,197.1
stack3_scene0003,view_el60_az255,potted_meat_can,tennis_ball,0,0.529,15.8,0.794,139.0
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.451,25.9,0.73,202.0
stack3_scene0003,view_el60_az255,potted_meat_can,tennis_ball,0,0.393,118.2,0.882,217.8
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.494,18.8,0.766,241.0
stack3_scene0003,view_el60_az255,potted_meat_can,tennis_ball,0,0.417,214.4,0.969,251.6
stack3_scene0003,view_el60_az255,potted_meat_can,colored_wood_blocks,0,0.353,29.8,0.852,223.8
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.568,78.3,0.755,170.4
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.43,85.1,0.793,217.3
stack3_scene0003,view_el60_az255,potted_meat_can,tennis_ball,0,0.574,64.7,0.644,58.1
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.69,101.9,0.851,4.9
stack3_scene0003,view_el60_az255,potted_meat_can,tennis_ball,0,0.678,42.7,0.809,20.7
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.624,91.5,0.74,43.9
stack3_scene0003,view_el60_az255,potted_meat_can,tennis_ball,0,0.622,138.5,0.913,54.6
stack3_scene0003,view_el60_az255,potted_meat_can,colored_wood_blocks,0,0.446,92.3,0.896,26.7
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.642,9.9,0.633,26.6
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.627,9.2,0.264,20.2
stack3_scene0003,view_el60_az255,tennis_ball,potted_meat_can,0,0.473,39.7,0.858,63.0
stack3_scene0003,view_el60_az255,tennis_ball,tennis_ball,1,0.619,105.8,0.636,78.8
stack3_scene0003,view_el60_az255,tennis_ball,potted_meat_can,0,0.482,27.2,0.746,102.0
stack3_scene0003,view_el60_az255,tennis_ball,tennis_ball,1,0.553,202.0,0.792,112.7
stack3_scene0003,view_el60_az255,tennis_ball,colored_wood_blocks,0,0.408,44.1,0.971,84.8
stack3_scene0003,view_el60_az255,tennis_ball,potted_meat_can,0,0.686,68.5,0.827,31.5
stack3_scene0003,view_el60_az255,tennis_ball,potted_meat_can,0,0.581,73.9,0.684,78.3
stack3_scene0003,view_el60_az255,potted_meat_can,tennis_ball,0,0.577,144.0,0.934,15.8
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.631,18.0,0.74,39.0
stack3_scene0003,view_el60_az255,potted_meat_can,tennis_ball,0,0.519,240.2,0.97,49.6
stack3_scene0003,view_el60_az255,potted_meat_can,colored_wood_blocks,0,0.521,28.5,0.609,21.8
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.469,103.8,0.917,31.5
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.522,110.9,0.927,15.3
stack3_scene0003,view_el60_az255,tennis_ball,potted_meat_can,0,0.601,132.7,0.793,23.2
stack3_scene0003,view_el60_az255,tennis_ball,tennis_ball,1,0.74,96.2,0.371,33.9
stack3_scene0003,view_el60_az255,tennis_ball,colored_wood_blocks,0,0.576,134.7,0.98,6.0
stack3_scene0003,view_el60_az255,tennis_ball,potted_meat_can,0,0.6,44.0,0.884,47.3
stack3_scene0003,view_el60_az255,tennis_ball,potted_meat_can,0,0.783,34.3,0.816,0.5
stack3_scene0003,view_el60_az255,potted_meat_can,tennis_ball,0,0.514,228.7,0.842,10.6
stack3_scene0003,view_el60_az255,potted_meat_can,colored_wood_blocks,0,0.478,39.1,0.944,17.2
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.533,94.7,0.791,70.5
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.642,100.6,0.758,23.7
stack3_scene0003,view_el60_az255,tennis_ball,colored_wood_blocks,0,0.637,229.6,0.993,27.8
stack3_scene0003,view_el60_az255,tennis_ball,potted_meat_can,0,0.571,138.0,0.949,81.2
stack3_scene0003,view_el60_az255,tennis_ball,potted_meat_can,0,0.702,129.7,0.906,34.3
stack3_scene0003,view_el60_az255,colored_wood_blocks,potted_meat_can,0,0.486,91.9,0.964,53.3
stack3_scene0003,view_el60_az255,colored_wood_blocks,potted_meat_can,0,0.67,100.6,0.965,6.5
stack3_scene0003,view_el60_az255,potted_meat_can,potted_meat_can,1,0.684,10.8,0.568,46.9
stack3_scene0003,view_el75_az105,potted_meat_can,tennis_ball,0,0.609,79.4,0.816,16.5
stack3_scene0003,view_el75_az105,potted_meat_can,tennis_ball,0,0.565,130.7,0.913,37.8
stack3_scene0003,view_el75_az105,potted_meat_can,colored_wood_blocks,0,0.567,90.4,0.964,24.1
stack3_scene0003,view_el75_az105,potted_meat_can,potted_meat_can,1,0.351,21.4,0.832,81.7
stack3_scene0003,view_el75_az105,tennis_ball,tennis_ball,1,0.697,51.5,0.346,54.3
stack3_scene0003,view_el75_az105,tennis_ball,colored_wood_blocks,0,0.496,165.1,0.986,40.6
stack3_scene0003,view_el75_az105,tennis_ball,potted_meat_can,0,0.25,88.6,0.928,65.2
stack3_scene0003,view_el75_az105,tennis_ball,colored_wood_blocks,0,0.619,216.1,0.993,13.7
stack3_scene0003,view_el75_az105,tennis_ball,potted_meat_can,0,0.211,139.0,0.96,119.5
stack3_scene0003,view_el75_az105,colored_wood_blocks,potted_meat_can,0,0.277,87.5,0.902,105.8
stack3_scene0003,view_el75_az225,potted_meat_can,tennis_ball,0,0.619,43.5,0.781,18.6
stack3_scene0003,view_el75_az225,potted_meat_can,tennis_ball,0,0.573,133.1,0.887,45.5
stack3_scene0003,view_el75_az225,potted_meat_can,potted_meat_can,1,0.56,90.3,0.779,37.1
stack3_scene0003,view_el75_az225,potted_meat_can,colored_wood_blocks,0,0.469,93.0,0.979,25.8
stack3_scene0003,view_el75_az225,potted_meat_can,potted_meat_can,1,0.588,6.8,0.199,10.1
stack3_scene0003,view_el75_az225,tennis_ball,tennis_ball,1,0.621,89.9,0.39,64.1
stack3_scene0003,view_el75_az225,tennis_ball,potted_meat_can,0,0.557,133.4,0.814,18.5
stack3_scene0003,view_el75_az225,tennis_ball,colored_wood_blocks,0,0.505,135.5,0.982,44.4
stack3_scene0003,view_el75_az225,tennis_ball,potted_meat_can,0,0.58,36.9,0.815,28.7
stack3_scene0003,view_el75_az225,tennis_ball,potted_meat_can,0,0.464,223.2,0.893,82.6
stack3_scene0003,view_el75_az225,tennis_ball,colored_wood_blocks,0,0.563,223.1,0.994,19.7
stack3_scene0003,view_el75_az225,tennis_ball,potted_meat_can,0,0.529,126.4,0.896,35.4
stack3_scene0003,view_el75_az225,potted_meat_can,colored_wood_blocks,0,0.678,37.4,0.794,62.8
stack3_scene0003,view_el75_az225,potted_meat_can,potted_meat_can,1,0.564,97.1,0.811,47.2
stack3_scene0003,view_el75_az225,colored_wood_blocks,potted_meat_can,0,0.612,99.1,0.982,15.6
stack3_scene0003,view_el90,potted_meat_can,tennis_ball,0,0.557,55.8,0.793,14.6
stack3_scene0003,view_el90,potted_meat_can,tennis_ball,0,0.582,133.8,0.897,45.1
stack3_scene0003,view_el90,potted_meat_can,colored_wood_blocks,0,0.508,88.9,0.942,26.8
stack3_scene0003,view_el90,potted_meat_can,potted_meat_can,1,0.577,3.2,0.185,10.7
stack3_scene0003,view_el90,tennis_ball,tennis_ball,1,0.713,78.1,0.349,59.7
stack3_scene0003,view_el90,tennis_ball,colored_wood_blocks,0,0.5,141.7,0.96,41.5
stack3_scene0003,view_el90,tennis_ball,potted_meat_can,0,0.64,52.7,0.828,25.3
stack3_scene0003,view_el90,tennis_ball,colored_wood_blocks,0,0.625,217.0,0.98,18.2
stack3_scene0003,view_el90,tennis_ball,potted_meat_can,0,0.596,130.6,0.912,34.4
stack3_scene0003,view_el90,colored_wood_blocks,potted_meat_can,0,0.521,91.7,0.947,16.2
stack3_scene0004,view_el30_az135,sugar_box,sugar_box,1,0.273,99.7,0.875,15.3
stack3_scene0004,view_el30_az135,sugar_box,baseball,0,0.202,114.0,0.934,18.0
stack3_scene0004,view_el30_az135,sugar_box,sugar_box,1,0.401,93.0,0.862,28.8
stack3_scene0004,view_el30_az135,sugar_box,sugar_box,1,0.468,71.7,0.817,32.7
stack3_scene0004,view_el30_az135,sugar_box,colored_wood_blocks,0,0.435,129.9,0.815,24.5
stack3_scene0004,view_el30_az135,sugar_box,baseball,0,0.302,25.3,0.339,33.4
stack3_scene0004,view_el30_az135,sugar_box,sugar_box,1,0.369,6.8,0.272,13.5
stack3_scene0004,view_el30_az135,sugar_box,sugar_box,1,0.224,35.6,0.38,48.0
stack3_scene0004,view_el30_az135,sugar_box,colored_wood_blocks,0,0.356,150.0,0.903,9.2
stack3_scene0004,view_el30_az135,baseball,sugar_box,0,0.364,29.5,0.325,46.8
stack3_scene0004,view_el30_az135,baseball,sugar_box,0,0.314,58.7,0.394,14.6
stack3_scene0004,view_el30_az135,baseball,colored_wood_blocks,0,0.385,175.2,0.978,42.5
stack3_scene0004,view_el30_az135,sugar_box,sugar_box,1,0.666,29.7,0.282,61.5
stack3_scene0004,view_el30_az135,sugar_box,colored_wood_blocks,0,0.422,146.2,0.969,4.3
stack3_scene0004,view_el30_az135,sugar_box,colored_wood_blocks,0,0.425,119.6,0.985,57.2
stack3_scene0004,view_el30_az195,sugar_box,sugar_box,1,0.668,57.7,0.621,145.2
stack3_scene0004,view_el30_az195,sugar_box,sugar_box,1,0.139,102.1,0.729,152.5
stack3_scene0004,view_el30_az195,sugar_box,baseball,0,0.243,99.3,0.813,128.1
stack3_scene0004,view_el30_az195,sugar_box,sugar_box,1,0.137,110.0,0.815,162.7
stack3_scene0004,view_el30_az195,sugar_box,colored_wood_blocks,0,0.4,67.4,0.638,176.1
stack3_scene0004,view_el30_az195,sugar_box,sugar_box,1,0.229,114.4,0.917,7.3
stack3_scene0004,view_el30_az195,sugar_box,baseball,0,0.315,109.8,0.904,17.1
stack3_scene0004,view_el30_az195,sugar_box,sugar_box,1,0.254,119.2,0.928,17.5
stack3_scene0004,view_el30_az195,sugar_box,colored_wood_blocks,0,0.576,106.3,0.982,30.9
stack3_scene0004,view_el30_az195,sugar_box,baseball,0,0.319,5.8,0.33,24.3
stack3_scene0004,view_el30_az195,sugar_box,sugar_box,1,0.441,9.1,0.302,10.2
stack3_scene0004,view_el30_az195,sugar_box,colored_wood_blocks,0,0.393,166.1,0.871,23.7
stack3_scene0004,view_el30_az195,baseball,sugar_box,0,0.303,10.9,0.374,34.5
stack3_scene0004,view_el30_az195,baseball,colored_wood_blocks,0,0.364,164.1,0.97,48.0
stack3_scene0004,view_el30_az195,sugar_box,colored_wood_blocks,0,0.305,174.6,0.977,13.5
stack3_scene0004,view_el30_az210,sugar_box,sugar_box,1,0.658,47.1,0.557,128.8
stack3_scene0004,view_el30_az210,sugar_box,sugar_box,1,0.133,72.8,0.811,153.6
stack3_scene0004,view_el30_az210,sugar_box,baseball,0,0.311,58.3,0.876,136.7
stack3_scene0004,view_el30_az210,sugar_box,sugar_box,1,0.262,94.0,0.827,163.8
stack3_scene0004,view_el30_az210,sugar_box,colored_wood_blocks,0,0.395,92.6,0.766,169.3
stack3_scene0004,view_el30_az210,sugar_box,sugar_box,1,0.398,82.9,0.846,154.0
stack3_scene0004,view_el30_az210,sugar_box,sugar_box,1,0.268,107.0,0.919,24.8
stack3_scene0004,view_el30_az210,sugar_box,baseball,0,0.353,93.3,0.943,7.9
stack3_scene0004,view_el30_az210,sugar_box,sugar_box,1,0.343,124.1,0.888,35.0
stack3_scene0004,view_el30_az210,sugar_box,colored_wood_blocks,0,0.538,99.2,0.909,40.5
stack3_scene0004,view_el30_az210,sugar_box,sugar_box,1,0.578,80.8,0.745,25.2
